A3PNGNYCJ3YCS2,0,0,0,0,0,0,0,0,0,0
A1R1SJM9GA8U2T,0,0,0,0,0,0,0,0,0,0
A2O30DLTXMOZN5,0,0,0,0,1,1,1,0,1,0
ARWG8GM0GT2SE,1,1,0,0,0,1,0,1,0,0
A6HR1WT2Y7K65,0,0,0,0,0,0,0,0,0,0
AVX3J21RP254Y,0,0,0,0,0,0,0,0,0,0
A216MI9YLIJX8Q,0,0,0,0,0,0,0,0,0,0
A3VAAX926BOJC6,0,1,0,0,0,0,0,1,0,0
A2TA2M98C5LQ9M,0,0,0,0,0,0,0,0,0,0
A20X92A4MWWJER,0,0,0,0,0,1,0,0,0,0
A1UNRUQACSFPGD,0,0,0,0,0,1,0,0,0,0
A2RH7DNJO4SG90,0,0,0,0,0,0,0,0,0,0
A1FYBDCJ29INQM,0,0,0,0,0,0,0,0,0,0
A1EOL3T8JOAMAR,0,0,0,0,0,0,0,0,0,0
A12CYFVT48U2U6,0,0,0,0,0,0,0,0,0,0
A19QCGX9G2X2GZ,0,0,0,0,0,0,0,0,0,0
A1OS9IHQPOCQIA,1,0,0,0,0,0,0,0,0,1
AG8SXXJQZ5ON5,0,0,0,0,0,0,0,0,0,0
A3EUVCUAKVUO6Q,0,1,0,0,0,0,0,0,0,1
A2XVT7WTZE2C,0,0,0,0,0,0,0,0,0,0
A2GCEBDTV8R0M2,1,0,0,0,0,0,0,0,1,1
A1KJSK7AAAYMTC,0,0,0,0,0,1,0,0,0,0
A3FA2VJJ6DSMM1,0,1,0,0,0,0,0,0,0,0
AHQFMGLIDNKTI,0,1,0,0,0,0,0,0,0,0
A26GPULPKX50DW,0,0,0,1,1,0,0,0,0,0
A2X97L855PLURR,0,0,0,0,0,0,0,0,0,0
A2X4GMZMDYKYXX,0,0,0,0,0,0,0,0,0,0
A15CLB0OADMQKA,0,1,0,0,0,0,0,0,0,0
A35MWR7OO9A52D,0,1,0,0,1,1,1,0,0,0
AJLX89NNISFWS,0,0,0,1,0,0,0,0,0,0
ADI41GSY8YND0,0,0,0,0,0,0,0,0,0,0
A2U6UPHSBJ0SOY,0,0,0,0,0,0,0,0,0,0
A18W7078NJ56LL,0,0,0,0,0,0,0,0,0,0
A394OJRZN1V2JB,0,0,0,0,0,0,0,0,0,0
A3K2081NRA75BW,0,0,0,1,0,1,1,0,0,0
A2N5NJWQ7ZY6JB,0,0,0,0,0,0,0,0,0,0
A1KJ8W824SU57D,0,0,0,0,0,0,0,0,0,0
A31FUBF7QP2UG3,1,1,0,0,0,1,0,0,0,0
AMIRR2G1NOQQK,0,0,0,0,0,0,0,0,0,0
A37LJXHP96WD7P,0,0,1,1,1,0,1,0,0,0
A10OT62ZEZFMK7,1,0,1,1,0,1,0,1,0,0
A269WG8C9O2B0C,0,0,0,0,0,0,0,0,0,0
A1M1V85HK88IE1,0,0,0,0,0,0,0,0,0,0
AMWR2N15ZLNSO,1,0,0,0,0,1,0,1,0,0
